Porto Alegre;
Data;Hora (UTC);Temp. [Hora] (C);Umi. (%);Pressao (hPa);Vel. Vento (m/s);Dir. Vento (m/s);Nebulosidade (Decimos);Insolacao (h);Temp. Max. [Diaria] (h);Temp. Min. [Diaria] (h);Chuva [Diaria] (mm);
27/07/2017;1800;24,6;66,0;1018,7;1,5;14,0;0,0;;;;;
28/07/2017;0000;17,5;94,0;1016,2;1,5;14,0;0,0;7,60;26,2;;;
28/07/2017;1200;14,8;84,0;1019,1;1,8;36,0;3,0;;;13,1;0,2;
28/07/2017;1800;26,0;47,0;1016,2;2,1;32,0;5,0;;;;;
29/07/2017;0000;19,1;76,0;1016,4;1,0;9,0;0,0;7,60;27,4;;;
29/07/2017;1200;16,8;76,0;1021,0;1,0;9,0;0,0;;;13,9;0,0;
29/07/2017;1800;27,0;39,0;1017,5;3,1;32,0;2,5;;;;;
30/07/2017;0000;20,0;67,0;1018,2;1,0;9,0;0,0;7,70;28,0;;;
30/07/2017;1200;16,9;81,0;1020,3;1,5;14,0;0,0;;;14,1;0,0;
30/07/2017;1800;27,8;51,0;1017,1;1,0;27,0;7,5;;;;;
31/07/2017;0000;19,8;81,0;1016,4;1,4;14,0;0,0;6,20;27,4;;;
31/07/2017;1200;16,4;87,0;1015,8;1,0;14,0;0,0;;;14,1;0,0;
31/07/2017;1800;27,4;53,0;1011,6;1,0;27,0;7,0;;;;;
01/08/2017;0000;19,5;79,0;1011,5;1,5;9,0;2,5;6,90;28,0;;;
01/08/2017;1200;16,6;91,0;1011,4;0,5;14,0;7,0;;;14,6;0,0;
01/08/2017;1800;27,5;48,0;1008,0;2,1;27,0;1,0;;;;;
02/08/2017;0000;21,2;75,0;1008,7;1,6;27,0;9,0;0,00;21,4;;;
02/08/2017;1200;17,4;78,0;1011,9;2,0;14,0;10,0;;;16,1;0,0;
02/08/2017;1800;19,8;78,0;1010,2;2,8;14,0;10,0;;;;;
03/08/2017;0000;16,4;96,0;1010,8;1,3;14,0;10,0;4,40;19,6;;;
03/08/2017;1200;15,5;88,0;1012,2;2,0;18,0;10,0;;;14,0;21,9;
03/08/2017;1800;19,2;67,0;1013,0;4,3;18,0;7,0;;;;;
04/08/2017;0000;14,8;87,0;1017,2;2,0;23,0;6,0;4,40;19,1;;;
04/08/2017;1200;13,4;89,0;1021,1;2,3;23,0;7,0;;;11,2;1,5;
04/08/2017;1800;18,4;67,0;1019,8;3,8;32,0;6,0;;;;;
05/08/2017;0000;13,9;86,0;1021,8;1,8;9,0;4,0;7,90;22,2;;;
05/08/2017;1200;12,8;91,0;1021,4;0,3;5,0;0,0;;;10,9;0,0;
05/08/2017;1800;22,0;50,0;1017,6;2,8;5,0;0,0;;;;;
06/08/2017;0000;14,8;82,0;1018,3;2,5;14,0;0,0;7,70;24,4;;;
06/08/2017;1200;12,5;82,0;1019,0;1,3;14,0;0,0;;;9,8;0,0;
06/08/2017;1800;23,6;39,0;1014,3;1,0;5,0;3,0;;;;;
07/08/2017;0000;15,4;84,0;1013,6;0,9;9,0;0,0;7,90;26,6;;;
07/08/2017;1200;14,1;83,0;1013,0;1,3;32,0;4,0;;;10,1;0,0;
07/08/2017;1800;25,8;30,0;1007,5;2,1;32,0;7,0;;;;;
08/08/2017;0000;18,2;73,0;1006,3;1,6;14,0;0,0;1,80;20,8;;;
08/08/2017;1200;16,7;90,0;1004,6;3,8;5,0;10,0;;;14,4;2,0;
08/08/2017;1800;18,9;81,0;1003,9;3,0;32,0;7,0;;;;;
09/08/2017;0000;17,8;86,0;1007,6;2,5;32,0;0,0;0,20;18,0;;;
09/08/2017;1200;12,8;81,0;1011,6;3,3;27,0;9,0;;;11,5;2,9;
09/08/2017;1800;16,5;78,0;1011,9;2,0;32,0;10,0;;;;;
10/08/2017;0000;14,1;93,0;1014,2;1,0;23,0;3,0;4,00;21,8;;;
10/08/2017;1200;12,8;97,0;1015,2;0,3;36,0;9,0;;;10,0;0,8;
10/08/2017;1800;21,6;64,0;1012,2;4,8;9,0;7,0;;;;;
11/08/2017;0000;17,2;86,0;1013,0;5,1;14,0;10,0;0,80;20,4;;;
11/08/2017;1200;17,1;85,0;1010,2;3,3;9,0;10,0;;;15,4;6,7;
11/08/2017;1800;19,4;80,0;1007,9;2,8;14,0;10,0;;;;;
12/08/2017;0000;17,2;86,0;1008,2;2,8;14,0;9,0;0,30;20,8;;;
12/08/2017;1200;17,3;87,0;1005,2;1,8;14,0;10,0;;;16,5;1,8;
12/08/2017;1800;20,5;81,0;1002,8;2,6;14,0;10,0;;;;;
13/08/2017;0000;18,5;89,0;1004,6;1,2;14,0;10,0;0,10;21,7;;;
13/08/2017;1200;18,0;96,0;1005,5;2,0;5,0;10,0;;;15,8;35,6;
13/08/2017;1800;20,8;90,0;1000,0;1,4;5,0;10,0;;;;;
14/08/2017;0000;16,1;79,0;1003,2;3,9;27,0;10,0;6,00;19,2;;;
14/08/2017;1200;13,9;82,0;1013,5;3,8;27,0;7,0;;;12,3;7,2;
14/08/2017;1800;18,4;63,0;1012,8;3,0;27,0;5,0;;;;;
15/08/2017;0000;12,6;88,0;1013,9;1,3;9,0;0,0;8,30;23,2;;;
15/08/2017;1200;12,3;93,0;1015,8;0,0;0,0;3,0;;;9,6;0,1;
15/08/2017;1800;22,8;62,0;1012,3;1,6;14,0;3,0;;;;;
16/08/2017;0000;16,0;89,0;1012,3;0,5;14,0;0,0;7,00;23,4;;;
16/08/2017;1200;15,4;96,0;1015,6;0,0;0,0;10,0;;;13,5;0,0;
16/08/2017;1800;23,2;53,0;1014,0;1,0;23,0;5,0;;;;;
17/08/2017;0000;14,7;89,0;1015,9;0,7;14,0;0,0;7,50;23,3;;;
17/08/2017;1200;14,4;76,0;1015,6;0,0;0,0;6,0;;;10,6;0,0;
17/08/2017;1800;22,7;60,0;1011,8;0,0;0,0;1,0;;;;;
18/08/2017;0000;15,9;88,0;1012,9;1,7;14,0;0,0;7,10;26,7;;;
18/08/2017;1200;13,4;98,0;1011,8;1,0;5,0;10,0;;;11,0;0,2;
18/08/2017;1800;26,0;51,0;1007,9;1,6;5,0;0,0;;;;;
19/08/2017;0000;18,6;77,0;1007,0;1,1;14,0;0,0;6,00;26,2;;;
19/08/2017;1200;18,8;69,0;1005,6;1,2;5,0;0,0;;;12,5;0,0;
19/08/2017;1800;25,8;61,0;1001,9;0,8;27,0;9,0;;;;;
20/08/2017;0000;20,4;89,0;1002,7;0,7;27,0;10,0;3,60;20,6;;;
20/08/2017;1200;12,9;83,0;1013,8;1,8;23,0;10,0;;;11,6;23,9;
20/08/2017;1800;17,0;56,0;1016,2;3,3;18,0;8,0;;;;;
21/08/2017;0000;11,8;56,0;1021,6;1,5;14,0;1,0;8,30;18,6;;;
21/08/2017;1200;10,2;82,0;1025,9;1,8;32,0;6,0;;;7,0;0,0;
21/08/2017;1800;18,1;48,0;1024,4;1,0;18,0;3,0;;;;;
22/08/2017;0000;11,0;74,0;1025,1;2,2;14,0;0,0;8,50;23,0;;;
22/08/2017;1200;12,6;72,0;1022,4;1,1;14,0;0,0;;;6,6;0,0;
22/08/2017;1800;21,6;44,0;1015,4;2,3;9,0;0,0;;;;;
23/08/2017;0000;16,1;79,0;1015,8;2,3;23,0;0,0;9,00;29,0;;;
23/08/2017;1200;19,0;65,0;1014,0;1,6;14,0;0,0;;;13,3;0,0;
23/08/2017;1800;28,8;51,0;1010,8;1,6;18,0;0,0;;;;;
24/08/2017;0000;20,2;83,0;1010,7;1,6;9,0;0,0;8,20;32,9;;;
24/08/2017;1200;20,4;81,0;1012,3;1,3;18,0;4,0;;;15,7;0,0;
24/08/2017;1800;32,4;42,0;1007,9;1,8;5,0;4,0;;;;;
25/08/2017;0000;23,6;78,0;1009,1;1,3;9,0;4,0;9,00;32,0;;;
25/08/2017;1200;23,4;69,0;1011,4;2,3;5,0;6,0;;;18,5;0,0;
25/08/2017;1800;31,6;48,0;1008,4;1,0;5,0;0,0;;;;;
26/08/2017;0000;23,8;82,0;1008,7;1,3;14,0;0,0;9,10;28,6;;;
26/08/2017;1200;22,3;64,0;1011,0;1,1;32,0;2,0;;;18,3;0,0;
26/08/2017;1800;28,3;50,0;1008,8;2,5;27,0;0,0;;;;;
27/08/2017;0000;22,3;78,0;1010,2;1,3;14,0;0,0;0,00;22,5;;;
27/08/2017;1200;19,2;93,0;1012,4;1,5;32,0;10,0;;;18,2;0,0;
27/08/2017;1800;21,8;82,0;1009,9;1,3;23,0;10,0;;;;;
28/08/2017;0000;19,4;89,0;1011,2;1,1;9,0;3,0;6,10;27,8;;;
28/08/2017;1200;17,4;98,0;1012,0;0,3;18,0;10,0;;;15,7;0,2;
28/08/2017;1800;27,0;65,0;1008,8;1,8;32,0;4,0;;;;;
29/08/2017;0000;21,9;86,0;1008,8;1,8;14,0;0,0;6,20;34,4;;;
29/08/2017;1200;21,6;84,0;1007,9;0,8;14,0;9,0;;;17,7;0,0;
29/08/2017;1800;33,4;45,0;1003,8;2,0;32,0;6,0;;;;;
30/08/2017;0000;25,2;76,0;1004,3;0,8;9,0;3,0;0,00;25,4;;;
30/08/2017;1200;20,6;89,0;1009,6;1,8;14,0;10,0;;;12,9;0,3;
30/08/2017;1800;14,6;74,0;1013,0;4,1;27,0;10,0;;;;;
31/08/2017;0000;13,2;72,0;1017,8;2,3;32,0;10,0;6,40;21,9;;;
31/08/2017;1200;14,0;82,0;1020,7;1,1;5,0;10,0;;;12,0;0,8;
31/08/2017;1800;21,7;59,0;1018,0;2,8;14,0;6,0;;;;;
01/09/2017;0000;16,5;77,0;1019,5;3,9;14,0;0,0;8,50;26,8;;;
01/09/2017;1200;17,8;79,0;1018,0;1,6;14,0;8,0;;;14,5;0,0;
01/09/2017;1800;26,6;52,0;1014,7;1,2;14,0;6,0;;;;;
02/09/2017;0000;18,8;80,0;1014,2;1,0;14,0;0,0;9,20;31,8;;;
02/09/2017;1200;19,5;78,0;1016,4;1,0;9,0;0,0;;;14,7;0,0;
02/09/2017;1800;31,2;44,0;1012,7;1,4;5,0;0,0;;;;;
03/09/2017;0000;22,0;76,0;1012,7;1,8;9,0;0,0;9,50;32,7;;;
03/09/2017;1200;22,8;57,0;1013,8;1,6;36,0;0,0;;;17,3;0,0;
03/09/2017;1800;32,2;43,0;1008,8;1,8;27,0;0,0;;;;;
04/09/2017;0000;23,7;77,0;1009,1;1,8;14,0;0,0;9,00;33,5;;;
04/09/2017;1200;26,1;52,0;1009,4;2,5;32,0;0,0;;;20,5;0,0;
04/09/2017;1800;32,7;40,0;1007,6;2,7;23,0;3,0;;;;;
05/09/2017;0000;24,5;72,0;1010,6;2,0;14,0;3,0;0,20;25,0;;;
05/09/2017;1200;21,2;70,0;1015,5;2,8;27,0;10,0;;;15,9;0,0;
05/09/2017;1800;19,3;83,0;1014,8;1,0;14,0;10,0;;;;;
06/09/2017;0000;16,2;93,0;1016,4;2,5;18,0;8,0;4,60;22,5;;;
06/09/2017;1200;17,4;89,0;1017,0;1,6;14,0;10,0;;;15,7;2,5;
06/09/2017;1800;22,2;63,0;1012,8;3,0;9,0;8,0;;;;;
07/09/2017;0000;18,5;89,0;1012,3;3,0;9,0;6,0;6,90;31,7;;;
07/09/2017;1200;20,3;87,0;1012,2;1,3;14,0;7,0;;;17,1;0,6;
07/09/2017;1800;30,8;48,0;1008,8;1,1;9,0;5,0;;;;;
08/09/2017;0000;22,5;83,0;1008,2;1,5;14,0;3,0;8,90;27,2;;;
08/09/2017;1200;23,0;80,0;1009,0;1,8;14,0;5,0;;;18,3;0,0;
08/09/2017;1800;26,7;69,0;1008,3;2,5;14,0;7,0;;;;;
09/09/2017;0000;20,4;90,0;1008,7;1,4;14,0;0,0;4,90;28,8;;;
09/09/2017;1200;19,8;93,0;1009,8;1,8;14,0;10,0;;;17,7;0,0;
09/09/2017;1800;28,8;57,0;1006,8;2,0;14,0;7,0;;;;;
10/09/2017;0000;21,8;89,0;1008,6;1,3;14,0;4,0;7,00;34,8;;;
10/09/2017;1200;21,4;86,0;1006,0;1,5;14,0;9,0;;;18,5;0,0;
10/09/2017;1800;34,6;44,0;1001,9;2,0;14,0;0,0;;;;;
11/09/2017;0000;25,7;65,0;1001,6;2,2;14,0;0,0;3,40;27,3;;;
11/09/2017;1200;22,3;70,0;1010,4;7,0;27,0;10,0;;;20,2;0,0;
11/09/2017;1800;21,9;74,0;1009,4;3,0;27,0;8,0;;;;;
12/09/2017;0000;20,4;75,0;1012,6;1,4;23,0;4,0;0,00;20,6;;;
12/09/2017;1200;16,8;76,0;1018,2;4,0;14,0;10,0;;;15,7;0,0;
12/09/2017;1800;19,2;79,0;1015,1;3,5;14,0;10,0;;;;;
13/09/2017;0000;17,0;91,0;1016,8;2,5;14,0;10,0;1,90;24,1;;;
13/09/2017;1200;18,4;96,0;1014,6;2,0;14,0;10,0;;;16,5;1,4;
13/09/2017;1800;23,0;76,0;1009,4;3,3;14,0;10,0;;;;;
14/09/2017;0000;20,3;87,0;1006,6;1,9;14,0;10,0;1,50;24,3;;;
14/09/2017;1200;21,4;85,0;1005,0;3,0;18,0;10,0;;;17,5;0,0;
14/09/2017;1800;21,3;80,0;1006,3;2,0;14,0;10,0;;;;;
15/09/2017;0000;19,2;97,0;1009,9;1,8;14,0;10,0;0,00;19,4;;;
15/09/2017;1200;16,6;90,0;1018,0;0,8;14,0;10,0;;;14,8;24,0;
15/09/2017;1800;15,8;96,0;1017,9;2,5;14,0;10,0;;;;;
16/09/2017;0000;16,0;96,0;1019,4;2,3;14,0;10,0;0,00;17,3;;;
16/09/2017;1200;16,0;97,0;1018,0;2,5;14,0;10,0;;;14,2;71,7;
16/09/2017;1800;17,1;94,0;1015,8;1,4;14,0;10,0;;;;;
17/09/2017;0000;16,9;98,0;1015,9;1,0;14,0;10,0;3,50;21,5;;;
17/09/2017;1200;17,8;94,0;1017,8;1,5;14,0;10,0;;;15,7;41,7;
17/09/2017;1800;21,0;77,0;1016,7;1,8;14,0;5,0;;;;;
18/09/2017;0000;16,0;90,0;1018,4;1,5;14,0;3,0;8,10;23,4;;;
18/09/2017;1200;18,7;77,0;1018,6;1,7;14,0;5,0;;;13,8;2,3;
18/09/2017;1800;22,8;62,0;1015,1;1,8;14,0;7,0;;;;;
19/09/2017;0000;16,6;90,0;1016,2;1,5;14,0;7,0;7,10;27,0;;;
19/09/2017;1200;18,0;86,0;1016,0;0,0;0,0;6,0;;;15,3;0,0;
19/09/2017;1800;26,8;65,0;1013,0;2,5;9,0;4,0;;;;;
20/09/2017;0000;19,5;90,0;1013,6;1,9;14,0;0,0;8,20;34,2;;;
20/09/2017;1200;18,4;98,0;1012,8;0,0;0,0;10,0;;;15,9;0,0;
20/09/2017;1800;33,8;51,0;1010,4;0,7;14,0;0,0;;;;;
21/09/2017;0000;23,7;85,0;1010,8;1,3;14,0;0,0;9,90;35,5;;;
21/09/2017;1200;24,6;67,0;1011,9;1,1;9,0;1,0;;;17,1;0,0;
21/09/2017;1800;35,0;31,0;1007,9;2,1;23,0;0,0;;;;;
22/09/2017;0000;24,3;67,0;1008,6;1,3;9,0;0,0;8,40;29,6;;;
22/09/2017;1200;22,0;84,0;1008,4;1,8;14,0;0,0;;;17,1;0,0;
22/09/2017;1800;26,5;69,0;1007,8;3,3;14,0;6,0;;;;;
23/09/2017;0000;19,9;90,0;1013,2;1,8;14,0;10,0;0,00;20,1;;;
23/09/2017;1200;17,5;94,0;1015,5;1,8;14,0;10,0;;;16,5;7,4;
23/09/2017;1800;19,6;82,0;1015,5;1,8;14,0;10,0;;;;;
24/09/2017;0000;17,7;87,0;1017,4;2,0;14,0;6,0;6,80;23,3;;;
24/09/2017;1200;20,0;81,0;1017,8;3,6;14,0;5,0;;;15,1;0,0;
24/09/2017;1800;22,8;66,0;1014,4;5,3;14,0;4,0;;;;;
25/09/2017;0000;18,4;85,0;1015,1;2,3;14,0;0,0;9,80;30,1;;;
25/09/2017;1200;22,0;73,0;1016,0;2,5;5,0;0,0;;;15,7;0,0;
25/09/2017;1800;29,9;53,0;1012,7;1,4;14,0;3,0;;;;;
26/09/2017;0000;20,9;87,0;1012,6;2,0;9,0;7,0;8,50;30,9;;;
26/09/2017;1200;23,0;77,0;1012,0;1,3;36,0;9,0;;;18,5;0,0;
26/09/2017;1800;30,7;50,0;1007,8;1,8;23,0;4,0;;;;;
27/09/2017;0000;22,1;85,0;1008,4;1,0;18,0;0,0;2,90;26,3;;;
27/09/2017;1200;21,2;87,0;1008,6;1,6;27,0;10,0;;;18,3;0,0;
27/09/2017;1800;24,2;69,0;1007,2;1,8;32,0;10,0;;;;;
28/09/2017;0000;20,0;83,0;1011,5;2,3;18,0;8,0;0,00;20,2;;;
28/09/2017;1200;18,8;80,0;1016,4;3,3;14,0;10,0;;;16,4;0,6;
28/09/2017;1800;19,2;70,0;1016,8;3,5;14,0;10,0;;;;;
29/09/2017;0000;16,7;77,0;1018,3;2,5;14,0;6,0;0,00;19,1;;;
29/09/2017;1200;17,8;73,0;1016,4;2,8;9,0;10,0;;;15,6;0,0;
29/09/2017;1800;18,7;74,0;1012,0;2,8;14,0;10,0;;;;;
30/09/2017;0000;16,1;92,0;1011,1;1,6;14,0;10,0;0,80;22,3;;;
30/09/2017;1200;17,0;96,0;1005,0;2,8;23,0;10,0;;;15,5;12,5;
30/09/2017;1800;22,0;76,0;999,5;2,6;23,0;9,0;;;;;
01/10/2017;0000;19,3;87,0;999,0;0,8;27,0;3,0;8,90;31,2;;;
01/10/2017;1200;20,2;89,0;997,2;1,5;32,0;0,0;;;15,5;1,2;
01/10/2017;1800;30,3;50,0;992,3;1,9;32,0;4,0;;;;;
02/10/2017;0000;17,5;94,0;996,6;2,6;32,0;10,0;2,60;22,0;;;
02/10/2017;1200;17,7;81,0;999,6;3,4;27,0;10,0;;;16,2;33,6;
02/10/2017;1800;20,6;54,0;1000,4;3,6;27,0;10,0;;;;;
03/10/2017;0000;17,3;69,0;1003,0;1,0;27,0;10,0;10,60;23,4;;;
03/10/2017;1200;16,8;63,0;1008,7;3,3;32,0;7,0;;;13,3;0,0;
03/10/2017;1800;23,2;45,0;1008,0;5,0;32,0;7,0;;;;;
04/10/2017;0000;19,1;52,0;1011,2;1,6;32,0;7,0;10,70;30,1;;;
04/10/2017;1200;21,0;47,0;1012,3;2,0;36,0;3,0;;;12,8;0,0;
04/10/2017;1800;29,5;33,0;1007,6;1,6;36,0;7,0;;;;;
05/10/2017;0000;21,9;59,0;1007,2;1,2;36,0;2,0;7,50;31,8;;;
05/10/2017;1200;20,9;62,0;1006,4;1,5;14,0;10,0;;;15,4;0,0;
05/10/2017;1800;31,5;40,0;1003,5;1,8;14,0;8,0;;;;;
06/10/2017;0000;23,3;71,0;1003,8;1,1;9,0;4,0;0,00;23,5;;;
06/10/2017;1200;21,4;82,0;1008,6;2,0;14,0;10,0;;;19,6;0,0;
06/10/2017;1800;22,8;87,0;1009,2;1,1;9,0;10,0;;;;;
07/10/2017;0000;19,8;87,0;1013,2;2,0;14,0;10,0;9,90;23,8;;;
07/10/2017;1200;20,4;72,0;1017,6;4,6;14,0;6,0;;;16,3;2,5;
07/10/2017;1800;22,6;56,0;1015,9;5,5;14,0;8,0;;;;;
08/10/2017;0000;17,2;75,0;1016,6;3,8;14,0;4,0;4,20;23,3;;;
08/10/2017;1200;18,0;86,0;1012,4;3,8;5,0;10,0;;;16,5;0,0;
08/10/2017;1800;23,1;65,0;1008,8;4,0;14,0;5,0;;;;;
09/10/2017;0000;18,4;89,0;1007,2;3,3;14,0;3,0;6,00;27,8;;;
09/10/2017;1200;21,4;77,0;1004,7;0,7;32,0;9,0;;;17,0;0,0;
09/10/2017;1800;27,2;66,0;1002,7;3,5;32,0;8,0;;;;;
10/10/2017;0000;22,9;86,0;1005,4;1,5;32,0;8,0;1,70;24,4;;;
10/10/2017;1200;21,8;69,0;1009,4;2,3;18,0;7,0;;;19,2;0,0;
10/10/2017;1800;22,8;76,0;1006,4;3,3;18,0;10,0;;;;;
11/10/2017;0000;20,0;96,0;1006,4;3,1;18,0;10,0;0,00;20,3;;;
11/10/2017;1200;18,2;90,0;1007,4;3,0;18,0;10,0;;;17,6;59,9;
11/10/2017;1800;18,4;95,0;1006,3;1,8;18,0;10,0;;;;;
12/10/2017;0000;17,9;96,0;1009,6;1,6;18,0;10,0;0,00;21,2;;;
12/10/2017;1200;18,9;97,0;1009,2;2,2;14,0;10,0;;;17,3;41,8;
12/10/2017;1800;21,0;90,0;1004,8;2,0;5,0;10,0;;;;;
13/10/2017;0000;20,1;97,0;1003,8;1,5;9,0;10,0;0,00;22,4;;;
13/10/2017;1200;20,8;98,0;1004,4;1,0;32,0;10,0;;;18,0;70,4;
13/10/2017;1800;21,4;91,0;1004,4;2,5;27,0;10,0;;;;;
14/10/2017;0000;18,3;95,0;1008,0;2,2;27,0;10,0;3,50;21,0;;;
14/10/2017;1200;16,7;88,0;1012,8;2,0;23,0;10,0;;;15,9;14,5;
14/10/2017;1800;20,8;69,0;1012,8;3,2;18,0;6,0;;;;;
15/10/2017;0000;16,7;84,0;1013,6;0,0;0,0;5,0;11,00;24,5;;;
15/10/2017;1200;19,4;67,0;1018,0;0,0;0,0;0,0;;;11,9;0,4;
15/10/2017;1800;24,2;41,0;1015,9;2,6;9,0;0,0;;;;;
16/10/2017;0000;16,6;71,0;1016,7;2,3;9,0;0,0;1,50;27,1;;;
16/10/2017;1200;21,7;66,0;1016,4;2,0;5,0;0,0;;;13,5;0,0;
16/10/2017;1800;26,4;58,0;1012,6;2,6;14,0;7,0;;;;;
17/10/2017;0000;19,5;83,0;1012,2;2,3;9,0;7,0;10,80;31,6;;;
17/10/2017;1200;23,4;63,0;1011,5;2,6;5,0;4,0;;;17,0;0,0;
17/10/2017;1800;31,1;40,0;1006,6;2,1;32,0;4,0;;;;;
18/10/2017;0000;23,0;81,0;1007,5;1,6;14,0;3,0;0,60;28,2;;;
18/10/2017;1200;25,0;64,0;1005,6;1,0;14,0;9,0;;;19,6;0,0;
18/10/2017;1800;28,0;61,0;1003,4;1,6;32,0;10,0;;;;;
19/10/2017;0000;21,4;87,0;1004,6;3,6;18,0;10,0;2,10;25,2;;;
19/10/2017;1200;19,9;94,0;1005,6;4,0;32,0;10,0;;;19,0;44,8;
19/10/2017;1800;24,3;69,0;1007,2;2,2;23,0;7,0;;;;;
20/10/2017;0000;19,2;76,0;1010,3;3,0;14,0;5,0;11,50;25,6;;;
20/10/2017;1200;20,6;73,0;1012,2;3,1;9,0;8,0;;;13,9;0,0;
20/10/2017;1800;25,2;59,0;1007,5;4,0;18,0;3,0;;;;;
21/10/2017;0000;19,1;86,0;1006,6;1,3;14,0;0,0;0,00;22,3;;;
21/10/2017;1200;21,2;87,0;1003,5;1,3;18,0;10,0;;;18,1;0,0;
21/10/2017;1800;22,2;88,0;1003,2;2,8;5,0;10,0;;;;;
22/10/2017;0000;21,6;88,0;1005,1;1,8;32,0;8,0;9,40;21,9;;;
22/10/2017;1200;14,8;64,0;1013,4;3,6;23,0;8,0;;;14,3;3,6;
22/10/2017;1800;21,2;40,0;1012,2;3,4;27,0;3,0;;;;;
23/10/2017;0000;16,6;51,0;1015,0;1,7;23,0;0,0;12,10;22,2;;;
23/10/2017;1200;16,3;65,0;1017,1;1,6;23,0;2,0;;;11,2;0,0;
23/10/2017;1800;22,1;42,0;1014,6;1,6;18,0;6,0;;;;;
24/10/2017;0000;14,6;75,0;1015,1;2,1;14,0;2,0;11,30;26,4;;;
24/10/2017;1200;18,4;64,0;1014,0;2,0;5,0;6,0;;;12,3;0,0;
24/10/2017;1800;26,4;47,0;1010,2;3,8;14,0;8,0;;;;;
25/10/2017;0000;18,2;81,0;1010,6;3,0;14,0;4,0;1,80;26,1;;;
25/10/2017;1200;19,8;73,0;1009,5;1,8;9,0;10,0;;;16,7;0,0;
25/10/2017;1800;25,6;55,0;1007,5;2,9;14,0;10,0;;;;;
26/10/2017;0000;19,8;90,0;1006,7;1,8;14,0;10,0;8,20;28,2;;;
26/10/2017;1200;22,5;73,0;1006,0;1,2;14,0;7,0;;;17,0;0,0;
26/10/2017;1800;27,6;61,0;1003,0;2,5;18,0;7,0;;;;;
27/10/2017;0000;21,6;86,0;1002,2;1,6;14,0;8,0;5,80;27,0;;;
27/10/2017;1200;21,4;91,0;1001,8;2,0;32,0;8,0;;;19,3;12,0;
27/10/2017;1800;26,8;65,0;997,1;2,5;27,0;9,0;;;;;
28/10/2017;0000;20,1;91,0;995,8;3,5;27,0;10,0;5,40;21,9;;;
28/10/2017;1200;19,2;70,0;1000,7;3,0;27,0;7,0;;;17,3;5,4;
28/10/2017;1800;21,4;73,0;1002,7;2,3;27,0;10,0;;;;;
29/10/2017;0000;19,3;88,0;1006,2;1,1;14,0;10,0;7,50;26,1;;;
29/10/2017;1200;21,5;71,0;1009,2;2,1;9,0;7,0;;;16,3;0,3;
29/10/2017;1800;25,3;64,0;1005,6;4,3;14,0;6,0;;;;;
30/10/2017;0000;20,1;87,0;1003,8;2,5;14,0;10,0;7,50;28,0;;;
30/10/2017;1200;24,3;70,0;1003,4;1,0;9,0;7,0;;;18,2;0,0;
30/10/2017;1800;28,0;63,0;1002,0;1,3;27,0;8,0;;;;;
31/10/2017;0000;21,8;78,0;1004,6;2,1;14,0;4,0;12,10;24,6;;;
31/10/2017;1200;20,4;58,0;1011,1;2,5;23,0;5,0;;;15,9;0,0;
31/10/2017;1800;24,4;42,0;1010,4;2,8;14,0;4,0;;;;;
01/11/2017;0000;17,4;61,0;1013,0;1,4;14,0;0,0;12,30;26,8;;;
01/11/2017;1200;20,4;46,0;1013,9;1,0;36,0;0,0;;;12,0;0,0;
01/11/2017;1800;26,6;42,0;1012,6;3,3;23,0;1,0;;;;;
02/11/2017;0000;18,6;59,0;1014,2;2,6;14,0;0,0;12,20;22,2;;;
02/11/2017;1200;22,0;51,0;1012,8;2,5;5,0;0,0;;;14,8;0,0;
02/11/2017;1800;29,8;44,0;1006,0;3,5;9,0;2,0;;;;;
03/11/2017;0000;21,0;70,0;1006,4;2,6;9,0;6,0;0,00;23,8;;;
03/11/2017;1200;21,6;75,0;1004,7;2,0;32,0;10,0;;;18,3;4,0;
03/11/2017;1800;23,4;77,0;1003,5;2,1;32,0;10,0;;;;;
04/11/2017;0000;21,7;87,0;1004,8;1,4;32,0;9,0;0,90;21,8;;;
04/11/2017;1200;20,6;95,0;1004,4;0,0;0,0;10,0;;;18,2;5,0;
04/11/2017;1800;19,3;89,0;1004,7;3,6;18,0;10,0;;;;;
05/11/2017;0000;18,5;76,0;1007,8;1,5;14,0;10,0;10,30;24,6;;;
05/11/2017;1200;20,3;64,0;1012,8;3,1;14,0;7,0;;;12,9;23,2;
05/11/2017;1800;24,0;53,0;1013,4;2,5;14,0;6,0;;;;;
06/11/2017;0000;17,2;82,0;1013,2;2,5;14,0;0,0;11,40;25,8;;;
06/11/2017;1200;21,5;67,0;1014,0;2,1;9,0;6,0;;;15,6;0,0;
06/11/2017;1800;24,8;57,0;1011,1;4,3;14,0;7,0;;;;;
07/11/2017;0000;18,4;77,0;1011,8;3,1;14,0;0,0;11,80;28,7;;;
07/11/2017;1200;23,4;62,0;1011,0;2,3;9,0;0,0;;;15,8;0,0;
07/11/2017;1800;27,9;50,0;1007,5;2,5;14,0;5,0;;;;;
08/11/2017;0000;20,4;76,0;1007,0;2,6;14,0;6,0;0,40;23,0;;;
08/11/2017;1200;20,0;81,0;1008,3;1,8;18,0;10,0;;;19,4;0,1;
08/11/2017;1800;20,4;87,0;1007,0;2,6;18,0;10,0;;;;;
09/11/2017;0000;19,6;96,0;1006,0;1,5;14,0;3,0;10,50;29,8;;;
09/11/2017;1200;23,6;69,0;1006,3;2,3;14,0;6,0;;;17,1;7,7;
